recency,frequency,monetary,cluster,Segment
3,10,2234.73,0,Champions
626,1,2300.4,3,New/Promising
284,2,362.99,2,At-Risk Loyalists
17,3,1352.0,1,Lost Customers
82,4,602.5600000000001,3,New/Promising
56,8,4460.18,3,New/Promising
670,1,106.75,2,At-Risk Loyalists
101,4,2351.42,3,New/Promising
299,1,436.18,2,At-Risk Loyalists
23,12,2343.53,0,Champions
59,10,2864.9900000000002,3,New/Promising
389,5,1739.92,3,New/Promising
576,2,1437.43,3,New/Promising
386,2,271.44,2,At-Risk Loyalists
624,1,205.91,2,At-Risk Loyalists
155,2,315.06,2,At-Risk Loyalists
115,6,1587.94,3,New/Promising
107,1,17.0,2,At-Risk Loyalists
12,11,3695.56,0,Champions
456,1,447.05,2,At-Risk Loyalists
264,4,1584.97,3,New/Promising
240,1,185.04999999999998,2,At-Risk Loyalists
88,14,4448.1,0,Champions
50,7,1573.2,3,New/Promising
463,1,582.64,2,At-Risk Loyalists
71,4,3229.16,3,New/Promising
42,3,1842.14,1,Lost Customers
7,22,6191.71,0,Champions
62,9,2778.61,3,New/Promising
249,5,2386.19,3,New/Promising
66,1,108.38,2,At-Risk Loyalists
18,7,3204.1600000000003,0,Champions
85,4,2235.92,3,New/Promising
219,3,939.48,3,New/Promising
45,4,1819.27,3,New/Promising
428,1,562.48,2,At-Risk Loyalists
143,4,195.73999999999998,2,At-Risk Loyalists
183,1,161.38,2,At-Risk Loyalists
171,1,135.75000000000003,2,At-Risk Loyalists
10,12,2575.14,0,Champions
212,1,612.78,2,At-Risk Loyalists
190,3,654.4,3,New/Promising
653,1,4376.25,3,New/Promising
8,8,1720.81,0,Champions
59,6,3056.91,3,New/Promising
57,5,1477.09,3,New/Promising
73,6,1001.34,3,New/Promising
52,1,307.78,1,Lost Customers
317,4,1772.49,3,New/Promising
367,14,4587.65,3,New/Promising
29,15,14646.800000000001,0,Champions
39,2,801.31,1,Lost Customers
18,11,3801.05,0,Champions
407,3,1396.05,3,New/Promising
422,4,987.48,3,New/Promising
52,12,9957.42,0,Champions
544,2,664.1999999999999,2,At-Risk Loyalists
4,56,22992.260000000002,0,Champions
22,5,2145.34,1,Lost Customers
263,2,819.45,2,At-Risk Loyalists
60,4,946.8,3,New/Promising
680,1,422.7,2,At-Risk Loyalists
379,3,910.35,3,New/Promising
19,5,1111.15,1,Lost Customers
66,3,1557.6000000000001,3,New/Promising
88,2,955.94,1,Lost Customers
250,1,535.34,2,At-Risk Loyalists
3,12,4910.83,0,Champions
247,1,175.2,2,At-Risk Loyalists
9,19,6805.4400000000005,0,Champions
157,4,946.38,3,New/Promising
134,5,2398.91,3,New/Promising
296,2,386.62,2,At-Risk Loyalists
5,3,422.22,1,Lost Customers
43,10,4395.59,0,Champions
269,1,1829.04,3,New/Promising
50,11,5133.49,0,Champions
382,5,796.9,3,New/Promising
9,20,6218.18,0,Champions
16,3,656.69,1,Lost Customers
522,9,628.32,3,New/Promising
282,4,1232.79,3,New/Promising
65,2,1025.44,1,Lost Customers
2,43,12831.8,0,Champions
252,1,37.4,2,At-Risk Loyalists
232,6,2849.58,3,New/Promising
17,3,822.48,1,Lost Customers
505,1,79.9,2,At-Risk Loyalists
428,2,435.83,2,At-Risk Loyalists
414,5,1386.1200000000001,3,New/Promising
11,66,10636.47,0,Champions
8,4,1822.97,1,Lost Customers
51,20,6869.0,0,Champions
59,1,73.2,2,At-Risk Loyalists
95,8,1884.55,3,New/Promising
16,6,1418.32,1,Lost Customers
126,7,2246.75,3,New/Promising
94,7,1836.44,3,New/Promising
421,4,2052.69,3,New/Promising
50,8,2247.31,3,New/Promising
138,2,612.6,2,At-Risk Loyalists
61,1,215.83,2,At-Risk Loyalists
100,13,16249.87,0,Champions
73,1,305.54,2,At-Risk Loyalists
72,9,9971.65,0,Champions
67,4,1077.81,3,New/Promising
64,6,1158.79,3,New/Promising
17,3,644.72,1,Lost Customers
23,26,9026.11,0,Champions
32,15,6911.4400000000005,0,Champions
45,5,1087.66,1,Lost Customers
16,2,215.48,1,Lost Customers
40,8,2723.55,3,New/Promising
3,24,15688.02,0,Champions
736,1,351.3,2,At-Risk Loyalists
237,2,630.43,2,At-Risk Loyalists
375,1,308.59999999999997,2,At-Risk Loyalists
723,1,323.25,2,At-Risk Loyalists
489,1,93.3,2,At-Risk Loyalists
469,9,2016.71,3,New/Promising
75,2,1030.0410000000002,1,Lost Customers
392,7,942.75,3,New/Promising
4,12,5643.45,0,Champions
3,5,2112.12,1,Lost Customers
361,9,2501.9900000000002,3,New/Promising
59,6,1114.54,3,New/Promising
23,3,944.24,1,Lost Customers
31,7,1830.61,3,New/Promising
55,13,2602.32,0,Champions
25,1,394.38,1,Lost Customers
45,10,3440.45,0,Champions
89,9,4146.78,3,New/Promising
2,35,38489.51,0,Champions
89,3,1090.59,3,New/Promising
19,4,1293.71,1,Lost Customers
79,1,159.0,2,At-Risk Loyalists
171,4,2038.25,3,New/Promising
81,1,242.35,2,At-Risk Loyalists
267,1,914.9300000000001,2,At-Risk Loyalists
235,2,304.25,2,At-Risk Loyalists
30,13,4439.97,0,Champions
501,1,40.8,2,At-Risk Loyalists
37,9,2235.5099999999998,0,Champions
318,2,1345.22,3,New/Promising
375,2,1102.3500000000001,3,New/Promising
57,5,1616.54,3,New/Promising
45,15,2867.4100000000003,0,Champions
203,5,672.1700000000001,3,New/Promising
225,3,1027.22,3,New/Promising
385,3,890.8100000000001,3,New/Promising
87,6,2867.86,3,New/Promising
190,2,542.03,2,At-Risk Loyalists
379,4,1078.22,3,New/Promising
44,7,2712.97,3,New/Promising
71,9,1965.71,3,New/Promising
476,3,333.18,2,At-Risk Loyalists
41,9,2053.71,3,New/Promising
78,1,432.2,2,At-Risk Loyalists
437,1,136.65,2,At-Risk Loyalists
423,1,63.66,2,At-Risk Loyalists
57,6,1492.2,3,New/Promising
24,2,3718.8,1,Lost Customers
10,16,4329.31,0,Champions
8,14,7474.4,0,Champions
34,2,409.1,1,Lost Customers
212,2,2579.38,3,New/Promising
24,3,1413.66,1,Lost Customers
460,2,827.25,2,At-Risk Loyalists
170,1,114.56,2,At-Risk Loyalists
62,1,152.94,2,At-Risk Loyalists
53,5,1800.07,3,New/Promising
261,3,791.38,3,New/Promising
512,1,128.31,2,At-Risk Loyalists
383,1,295.09000000000003,2,At-Risk Loyalists
67,7,7310.15,3,New/Promising
378,3,985.14,3,New/Promising
17,15,4906.8,0,Champions
267,3,1629.37,3,New/Promising
177,1,46.95,2,At-Risk Loyalists
45,15,11942.52,0,Champions
410,3,361.94,2,At-Risk Loyalists
51,1,1035.45,1,Lost Customers
17,6,1059.45,1,Lost Customers
378,1,755.15,2,At-Risk Loyalists
423,1,351.01,2,At-Risk Loyalists
438,2,837.53,2,At-Risk Loyalists
9,12,6935.17,0,Champions
74,14,1757.95,3,New/Promising
591,1,186.66,2,At-Risk Loyalists
71,2,667.65,1,Lost Customers
438,1,717.57,2,At-Risk Loyalists
353,1,1141.24,2,At-Risk Loyalists
3,10,3463.02,0,Champions
117,1,411.7,2,At-Risk Loyalists
648,2,336.03999999999996,2,At-Risk Loyalists
373,1,715.9,2,At-Risk Loyalists
197,3,2151.11,3,New/Promising
177,3,2629.3900000000003,3,New/Promising
734,1,188.69,2,At-Risk Loyalists
100,3,1117.84,3,New/Promising
21,9,5705.08,0,Champions
725,1,238.05,2,At-Risk Loyalists
72,3,3424.02,3,New/Promising
340,3,1307.58,3,New/Promising
6,8,4403.82,0,Champions
31,3,1029.77,1,Lost Customers
646,1,176.9,2,At-Risk Loyalists
477,2,328.95,2,At-Risk Loyalists
170,5,1006.98,3,New/Promising
470,1,129.85,2,At-Risk Loyalists
462,1,136.31,2,At-Risk Loyalists
465,4,2069.3,3,New/Promising
682,1,117.72,2,At-Risk Loyalists
122,5,1253.76,3,New/Promising
22,15,4657.95,0,Champions
477,1,126.05000000000001,2,At-Risk Loyalists
10,4,1328.55,1,Lost Customers
626,4,1313.67,3,New/Promising
269,1,301.9,2,At-Risk Loyalists
23,7,1085.7,1,Lost Customers
477,1,193.65,2,At-Risk Loyalists
430,3,1392.43,3,New/Promising
737,1,107.33,2,At-Risk Loyalists
127,1,233.22,2,At-Risk Loyalists
26,7,7928.27,0,Champions
695,1,381.66,2,At-Risk Loyalists
139,1,361.21999999999997,2,At-Risk Loyalists
214,7,1192.82,3,New/Promising
429,3,1194.92,3,New/Promising
38,7,5120.0,0,Champions
106,2,706.57,1,Lost Customers
414,2,460.08,2,At-Risk Loyalists
18,2,616.26,1,Lost Customers
432,1,171.15,2,At-Risk Loyalists
3,2,274.15000000000003,1,Lost Customers
390,3,1491.4,3,New/Promising
331,2,402.71,2,At-Risk Loyalists
64,13,5744.91,0,Champions
120,5,2192.51,3,New/Promising
35,1,328.15,1,Lost Customers
218,1,404.40000000000003,2,At-Risk Loyalists
172,6,5628.99,3,New/Promising
72,7,604.5500000000001,3,New/Promising
1,2,326.75,1,Lost Customers
196,2,353.66,2,At-Risk Loyalists
128,3,428.68,2,At-Risk Loyalists
47,12,3597.5,0,Champions
6,24,4826.99,0,Champions
14,16,10731.34,0,Champions
563,1,310.83,2,At-Risk Loyalists
428,4,1703.07,3,New/Promising
18,7,634.33,1,Lost Customers
432,6,2037.7,3,New/Promising
28,11,2010.41,0,Champions
8,22,26626.8,0,Champions
492,1,277.48,2,At-Risk Loyalists
552,7,2774.0,3,New/Promising
421,4,3517.69,3,New/Promising
37,1,151.05,1,Lost Customers
157,1,214.79999999999998,2,At-Risk Loyalists
284,1,109.95,2,At-Risk Loyalists
107,3,1526.06,3,New/Promising
25,7,3850.79,0,Champions
75,4,322.41,1,Lost Customers
16,3,687.0699999999999,1,Lost Customers
158,4,842.42,3,New/Promising
44,2,1198.74,1,Lost Customers
385,1,224.51,2,At-Risk Loyalists
11,11,3509.41,0,Champions
32,8,1798.22,3,New/Promising
291,1,53.5,2,At-Risk Loyalists
21,9,2253.89,0,Champions
333,13,3330.0299999999997,3,New/Promising
18,2,494.44,1,Lost Customers
4,38,9999.460000000001,0,Champions
63,5,1129.51,3,New/Promising
375,1,416.35,2,At-Risk Loyalists
198,6,415.87,3,New/Promising
33,4,868.37,1,Lost Customers
1,5,2919.65,0,Champions
7,16,2697.75,0,Champions
5,6,3512.53,0,Champions
10,4,896.66,1,Lost Customers
32,6,946.94,1,Lost Customers
53,1,109.36000000000001,2,At-Risk Loyalists
12,2,707.04,1,Lost Customers
18,15,3307.2,0,Champions
19,4,1548.1299999999999,1,Lost Customers
37,3,1362.4,1,Lost Customers
2,3,640.21,1,Lost Customers
18,7,2664.81,0,Champions
82,4,1320.56,3,New/Promising
449,1,157.2,2,At-Risk Loyalists
33,5,1328.61,1,Lost Customers
382,2,309.49,2,At-Risk Loyalists
66,5,1771.45,3,New/Promising
470,2,104.0,2,At-Risk Loyalists
9,2,987.01,1,Lost Customers
267,2,1308.48,3,New/Promising
247,3,362.95,2,At-Risk Loyalists
4,4,2157.4,1,Lost Customers
61,1,1780.59,1,Lost Customers
396,2,258.7,2,At-Risk Loyalists
408,2,353.1,2,At-Risk Loyalists
75,7,2974.84,3,New/Promising
90,4,1358.95,3,New/Promising
60,5,1030.61,3,New/Promising
29,3,1102.59,1,Lost Customers
323,5,918.55,3,New/Promising
654,1,186.05,2,At-Risk Loyalists
53,4,1382.07,3,New/Promising
537,3,467.5,2,At-Risk Loyalists
401,4,1103.61,3,New/Promising
270,3,763.05,3,New/Promising
2,23,5561.66,0,Champions
57,5,1555.34,3,New/Promising
61,14,3537.85,0,Champions
476,1,137.8,2,At-Risk Loyalists
628,1,127.88,2,At-Risk Loyalists
154,2,1705.8,3,New/Promising
19,3,641.82,1,Lost Customers
95,9,3159.44,3,New/Promising
1,23,6849.15,0,Champions
265,2,511.4,2,At-Risk Loyalists
312,1,177.5,2,At-Risk Loyalists
70,1,443.05,2,At-Risk Loyalists
302,2,167.25,2,At-Risk Loyalists
19,3,552.68,1,Lost Customers
13,14,2821.65,0,Champions
591,1,231.93,2,At-Risk Loyalists
36,12,5709.04,0,Champions
734,1,130.32,2,At-Risk Loyalists
19,4,910.1899999999999,1,Lost Customers
54,5,647.23,1,Lost Customers
57,2,528.98,1,Lost Customers
22,5,559.71,1,Lost Customers
44,3,719.44,1,Lost Customers
27,9,2972.88,0,Champions
493,1,35.7,2,At-Risk Loyalists
45,5,1101.94,1,Lost Customers
113,8,1487.42,3,New/Promising
396,1,75.0,2,At-Risk Loyalists
376,3,526.27,2,At-Risk Loyalists
17,109,63651.47,0,Champions
25,1,346.12,1,Lost Customers
191,2,443.06,2,At-Risk Loyalists
302,1,302.7,2,At-Risk Loyalists
2,10,1908.25,0,Champions
263,2,241.06,2,At-Risk Loyalists
414,3,660.28,2,At-Risk Loyalists
106,1,284.55,2,At-Risk Loyalists
57,7,1117.94,3,New/Promising
213,3,642.81,3,New/Promising
64,1,287.4,2,At-Risk Loyalists
28,2,384.52,1,Lost Customers
29,12,2741.74,0,Champions
512,3,1011.5699999999999,3,New/Promising
668,3,329.34,2,At-Risk Loyalists
381,2,301.25,2,At-Risk Loyalists
6,5,798.35,1,Lost Customers
722,1,310.70000000000005,2,At-Risk Loyalists
8,6,3856.9700000000003,0,Champions
67,5,1034.43,3,New/Promising
2,5,899.47,1,Lost Customers
521,1,162.24,2,At-Risk Loyalists
46,17,3656.58,0,Champions
34,4,602.73,1,Lost Customers
1,2,168472.5,0,Champions
136,3,775.14,3,New/Promising
198,2,367.87,2,At-Risk Loyalists
198,2,707.69,2,At-Risk Loyalists
150,3,1505.73,3,New/Promising
88,3,1013.15,3,New/Promising
631,2,332.17,2,At-Risk Loyalists
531,2,251.71,2,At-Risk Loyalists
45,4,30.950000000000003,2,At-Risk Loyalists
64,11,4384.37,0,Champions
99,13,6862.91,0,Champions
218,1,208.36,2,At-Risk Loyalists
3,30,5715.34,0,Champions
730,1,71.78999999999999,2,At-Risk Loyalists
28,3,814.72,1,Lost Customers
178,3,1615.22,3,New/Promising
74,3,136.0,2,At-Risk Loyalists
21,4,1422.4,1,Lost Customers
20,3,1314.68,1,Lost Customers
421,2,746.24,2,At-Risk Loyalists
34,15,3838.59,0,Champions
509,7,2869.16,3,New/Promising
74,3,787.52,1,Lost Customers
24,5,828.91,1,Lost Customers
52,11,2458.6,0,Champions
275,4,1189.98,3,New/Promising
434,2,789.6,2,At-Risk Loyalists
165,4,470.83,3,New/Promising
7,7,1871.5,0,Champions
88,4,544.3,3,New/Promising
432,1,350.35,2,At-Risk Loyalists
64,11,4320.02,0,Champions
25,3,331.0,1,Lost Customers
10,2,300.83,1,Lost Customers
76,1,769.29,1,Lost Customers
682,1,453.38,2,At-Risk Loyalists
16,1,220.62,1,Lost Customers
192,1,139.35,2,At-Risk Loyalists
174,2,404.3,2,At-Risk Loyalists
77,5,2294.68,3,New/Promising
538,1,134.36,2,At-Risk Loyalists
577,2,209.4,2,At-Risk Loyalists
33,3,498.8,1,Lost Customers
380,2,303.7,2,At-Risk Loyalists
436,1,205.41000000000003,2,At-Risk Loyalists
47,2,1533.16,1,Lost Customers
541,1,385.56,2,At-Risk Loyalists
80,7,2132.09,3,New/Promising
297,1,826.53,2,At-Risk Loyalists
3,3,684.41,1,Lost Customers
9,6,2330.77,0,Champions
50,23,6695.28,0,Champions
161,2,100.97,2,At-Risk Loyalists
360,8,2578.34,3,New/Promising
5,9,843.9100000000001,1,Lost Customers
383,1,1237.23,2,At-Risk Loyalists
620,2,266.5,2,At-Risk Loyalists
107,11,3614.34,3,New/Promising
25,1,484.38,1,Lost Customers
32,1,777.6,1,Lost Customers
20,2,90.30000000000001,1,Lost Customers
572,1,152.76,2,At-Risk Loyalists
630,1,248.8,2,At-Risk Loyalists
297,1,363.7,2,At-Risk Loyalists
372,6,2100.0,3,New/Promising
22,6,1819.02,1,Lost Customers
5,4,874.59,1,Lost Customers
52,10,3216.3,0,Champions
30,1,101.69999999999999,1,Lost Customers
277,1,162.7,2,At-Risk Loyalists
61,4,959.37,3,New/Promising
25,4,556.26,1,Lost Customers
186,6,2482.62,3,New/Promising
415,3,1148.01,3,New/Promising
436,2,433.36,2,At-Risk Loyalists
2,28,11916.33,0,Champions
446,2,308.14,2,At-Risk Loyalists
2,48,24582.64,0,Champions
172,2,717.21,2,At-Risk Loyalists
81,2,1272.44,3,New/Promising
4,1,244.41,1,Lost Customers
190,4,2012.0,3,New/Promising
668,1,48.349999999999994,2,At-Risk Loyalists
22,11,2298.33,0,Champions
18,5,8756.64,0,Champions
19,3,1095.56,1,Lost Customers
642,1,635.9,2,At-Risk Loyalists
5,3,1001.59,1,Lost Customers
110,1,548.97,2,At-Risk Loyalists
641,1,23.35,2,At-Risk Loyalists
541,3,399.62,2,At-Risk Loyalists
3,10,3732.01,0,Champions
414,1,226.70000000000002,2,At-Risk Loyalists
735,1,424.03,2,At-Risk Loyalists
54,2,257.32,1,Lost Customers
592,1,292.21,2,At-Risk Loyalists
520,4,376.70000000000005,2,At-Risk Loyalists
165,2,689.82,2,At-Risk Loyalists
291,5,5606.47,3,New/Promising
546,1,111.71,2,At-Risk Loyalists
599,1,30.15,2,At-Risk Loyalists
10,34,13182.19,0,Champions
109,18,9435.13,0,Champions
96,7,2237.12,3,New/Promising
243,2,475.02000000000004,2,At-Risk Loyalists
163,33,16644.01,0,Champions
42,8,2841.72,3,New/Promising
35,6,1915.68,3,New/Promising
67,17,8012.58,0,Champions
24,2,281.85,1,Lost Customers
1,38,13873.51,0,Champions
397,1,185.20000000000002,2,At-Risk Loyalists
27,8,3048.38,0,Champions
6,2,511.12,1,Lost Customers
477,1,223.85999999999999,2,At-Risk Loyalists
54,6,4422.76,3,New/Promising
569,1,87.8,2,At-Risk Loyalists
364,4,773.05,3,New/Promising
15,5,614.66,1,Lost Customers
194,2,865.6,3,New/Promising
428,2,1020.9000000000001,2,At-Risk Loyalists
3,5,1455.23,1,Lost Customers
15,20,7434.31,0,Champions
27,10,4248.74,0,Champions
127,3,1009.6,3,New/Promising
85,2,663.61,1,Lost Customers
71,3,1301.78,3,New/Promising
420,2,540.87,2,At-Risk Loyalists
667,1,380.0,2,At-Risk Loyalists
626,1,156.6,2,At-Risk Loyalists
426,1,295.05,2,At-Risk Loyalists
183,1,105.84,2,At-Risk Loyalists
113,1,313.62,2,At-Risk Loyalists
374,2,531.4,2,At-Risk Loyalists
80,5,3163.67,3,New/Promising
594,2,341.59,2,At-Risk Loyalists
249,3,1462.78,3,New/Promising
232,1,225.15,2,At-Risk Loyalists
386,4,1361.28,3,New/Promising
71,4,612.36,1,Lost Customers
401,2,605.9,2,At-Risk Loyalists
69,1,213.5,2,At-Risk Loyalists
4,28,7807.91,0,Champions
51,8,1071.1399999999999,3,New/Promising
75,1,181.09,2,At-Risk Loyalists
61,5,1810.18,3,New/Promising
16,4,579.63,1,Lost Customers
4,1,90.04,1,Lost Customers
286,1,145.04999999999998,2,At-Risk Loyalists
386,1,172.8,2,At-Risk Loyalists
4,13,2153.41,0,Champions
41,3,684.25,1,Lost Customers
36,2,763.33,1,Lost Customers
75,2,482.47,1,Lost Customers
563,2,432.45,2,At-Risk Loyalists
724,1,60.48,2,At-Risk Loyalists
404,2,357.66,2,At-Risk Loyalists
18,25,5706.87,0,Champions
454,2,1288.72,3,New/Promising
15,7,5493.46,0,Champions
219,1,75.66,2,At-Risk Loyalists
186,6,1785.13,3,New/Promising
33,9,3245.43,0,Champions
70,1,618.59,1,Lost Customers
183,3,1179.79,3,New/Promising
626,1,291.5,2,At-Risk Loyalists
15,2,500.42,1,Lost Customers
236,1,151.85,2,At-Risk Loyalists
31,5,2647.59,3,New/Promising
264,4,1938.33,3,New/Promising
4,6,1758.93,1,Lost Customers
52,4,813.48,1,Lost Customers
544,1,225.4,2,At-Risk Loyalists
246,4,1015.24,3,New/Promising
81,2,810.5699999999999,1,Lost Customers
275,5,1654.03,3,New/Promising
1,17,4413.1,0,Champions
79,1,322.8,2,At-Risk Loyalists
30,7,2318.1,3,New/Promising
74,2,417.73,1,Lost Customers
407,1,106.80000000000001,2,At-Risk Loyalists
482,7,1892.52,3,New/Promising
486,2,406.4,2,At-Risk Loyalists
17,6,2883.1,0,Champions
223,6,1814.61,3,New/Promising
407,1,473.0,2,At-Risk Loyalists
438,4,3802.04,3,New/Promising
32,4,1154.47,1,Lost Customers
23,15,2430.53,0,Champions
31,4,1747.98,1,Lost Customers
398,1,179.4,2,At-Risk Loyalists
106,2,554.5,2,At-Risk Loyalists
5,3,1077.45,1,Lost Customers
246,2,923.11,2,At-Risk Loyalists
178,2,833.78,2,At-Risk Loyalists
736,1,160.39,2,At-Risk Loyalists
449,1,678.8,2,At-Risk Loyalists
170,4,541.9,3,New/Promising
43,3,672.8,1,Lost Customers
520,1,306.58000000000004,2,At-Risk Loyalists
72,7,1916.11,3,New/Promising
587,1,136.2,2,At-Risk Loyalists
59,16,17550.39,0,Champions
16,2,1212.66,1,Lost Customers
141,8,1711.47,3,New/Promising
18,13,6548.37,0,Champions
22,30,16833.170000000002,0,Champions
10,4,933.62,1,Lost Customers
368,6,814.07,3,New/Promising
189,1,39.12,2,At-Risk Loyalists
16,7,1879.55,1,Lost Customers
540,4,986.63,3,New/Promising
394,1,163.8,2,At-Risk Loyalists
729,1,165.0,2,At-Risk Loyalists
569,1,109.2,2,At-Risk Loyalists
362,1,135.39999999999998,2,At-Risk Loyalists
19,2,225.94,1,Lost Customers
68,2,570.13,1,Lost Customers
15,13,862.42,0,Champions
24,3,1374.8700000000001,1,Lost Customers
17,20,8030.150000000001,0,Champions
28,3,1692.27,1,Lost Customers
2,20,8134.9400000000005,0,Champions
679,1,188.83,2,At-Risk Loyalists
55,2,319.61,1,Lost Customers
442,2,608.86,2,At-Risk Loyalists
34,6,2361.9,3,New/Promising
411,2,880.62,2,At-Risk Loyalists
3,12,3109.99,0,Champions
366,3,793.06,3,New/Promising
43,3,821.45,1,Lost Customers
73,7,1921.84,3,New/Promising
5,5,1028.0,1,Lost Customers
534,1,320.25,2,At-Risk Loyalists
4,55,147142.77,0,Champions
61,2,324.24,1,Lost Customers
47,16,5070.92,0,Champions
391,1,157.63,2,At-Risk Loyalists
1,4,1260.86,1,Lost Customers
76,2,422.59999999999997,1,Lost Customers
72,4,353.03,1,Lost Customers
418,2,178.83,2,At-Risk Loyalists
256,4,1914.6999999999998,3,New/Promising
69,5,1199.46,3,New/Promising
723,1,98.30000000000001,2,At-Risk Loyalists
562,2,193.15,2,At-Risk Loyalists
135,4,657.9000000000001,3,New/Promising
241,1,112.75,2,At-Risk Loyalists
227,2,1998.0,3,New/Promising
380,7,994.6,3,New/Promising
9,25,9167.710000000001,0,Champions
9,26,9916.73,0,Champions
415,4,1110.83,3,New/Promising
618,2,695.66,2,At-Risk Loyalists
1,42,43515.051,0,Champions
37,3,531.35,1,Lost Customers
400,4,551.11,3,New/Promising
46,1,656.63,1,Lost Customers
85,14,9087.460000000001,0,Champions
19,22,6349.09,0,Champions
3,9,2868.48,0,Champions
9,13,4266.99,0,Champions
19,32,14560.69,0,Champions
219,4,1529.8,3,New/Promising
78,2,625.52,1,Lost Customers
267,3,2149.6800000000003,3,New/Promising
24,14,6986.2300000000005,0,Champions
369,5,3647.53,3,New/Promising
15,14,3973.3,0,Champions
26,3,795.48,1,Lost Customers
262,1,292.47,2,At-Risk Loyalists
17,22,8989.08,0,Champions
91,4,1301.63,3,New/Promising
405,1,147.35,2,At-Risk Loyalists
302,14,1882.11,3,New/Promising
26,7,2088.41,3,New/Promising
364,4,1437.42,3,New/Promising
46,4,1054.67,1,Lost Customers
38,21,7239.92,0,Champions
52,3,743.11,1,Lost Customers
648,1,174.05,2,At-Risk Loyalists
32,4,4387.64,3,New/Promising
530,1,259.68,2,At-Risk Loyalists
52,3,650.51,1,Lost Customers
79,14,6270.56,0,Champions
506,5,2956.56,3,New/Promising
53,2,835.1999999999999,1,Lost Customers
298,1,3.75,2,At-Risk Loyalists
177,2,786.43,2,At-Risk Loyalists
395,1,236.81,2,At-Risk Loyalists
625,1,173.06,2,At-Risk Loyalists
47,14,2852.6099999999997,0,Champions
29,14,4253.26,0,Champions
11,7,1304.76,1,Lost Customers
87,17,7194.3,0,Champions
5,42,18066.4,0,Champions
38,2,836.06,1,Lost Customers
18,14,3637.33,0,Champions
591,2,4387.08,3,New/Promising
45,5,623.93,1,Lost Customers
31,1,1764.72,1,Lost Customers
373,1,415.0,2,At-Risk Loyalists
58,1,223.92000000000002,2,At-Risk Loyalists
372,29,67502.47,0,Champions
114,7,2900.58,3,New/Promising
215,7,1312.3700000000001,3,New/Promising
319,2,270.48,2,At-Risk Loyalists
65,1,369.34000000000003,2,At-Risk Loyalists
8,3,789.79,1,Lost Customers
430,1,228.0,2,At-Risk Loyalists
97,1,316.62,2,At-Risk Loyalists
20,3,1501.38,1,Lost Customers
199,2,964.6999999999999,3,New/Promising
4,13,2799.25,0,Champions
294,2,454.75,2,At-Risk Loyalists
273,2,1145.6,3,New/Promising
31,15,8073.8,0,Champions
48,9,1708.12,3,New/Promising
260,4,1141.75,3,New/Promising
58,9,1932.13,3,New/Promising
33,10,3967.6,0,Champions
423,3,3723.5499999999997,3,New/Promising
57,3,421.24,1,Lost Customers
68,8,1594.45,3,New/Promising
10,16,3056.89,0,Champions
60,2,619.85,1,Lost Customers
80,5,1307.76,3,New/Promising
74,2,245.94,2,At-Risk Loyalists
2,53,33268.24,0,Champions
100,3,605.55,3,New/Promising
372,2,934.25,2,At-Risk Loyalists
10,38,10438.41,0,Champions
